GOterm,term,Pvalue,NoGOsize,cluster,entrez
23,GO:0042493,response to drug,3.23e-16,94;392,C_1_GSE62232,1571;1548;32;5743;6546;2572;10891;7057;847;3725;6652;4860;2180;6422;4837;2354;26;10974;5577;5142;3727;4129;6351;5138;8061;8321;2027;6770;6715;10351;2775;4255;4982;3569;590;2626;1543;5979;3777;1393;1576;383;1555;6716;445;339;6580;8856;10786;1564;6915;1544;10400;6622;1558;5764;1312;123;5860;2353;18;2203;4824;9429;2627;20;2534;1374;3651;148;4502;1723;1559;7021;1557;6347;2778;6569;58189;55244;29881;4825;3355;6423;11280;6506;1600;107;113235;1317;7098;7037;5141;3356
24,GO:0009063,cellular amino acid catabolic process,9.89e-16,36;81,C_1_GSE62232,131669;875;6898;374569;27165;4942;3155;2639;3712;1036;4329;435;2731;23464;3081;4846;10993;5053;4143;443;383;2875;189;2805;23576;5860;18;2954;6470;10157;58510;10841;51268;51166;84706;144193
25,GO:0044711,single-organism biosynthetic process,1.47e-14,210;1262,C_1_GSE62232,32;79660;122042;7069;137362;875;51302;10003;441024;5743;7299;374569;38;27165;221;10891;6513;26227;6652;4942;1958;4860;2180;5236;10449;4522;3481;10613;2308;3155;5106;1652;5947;178;1902;132;5138;1036;1910;5507;8942;2027;23541;6770;3158;435;1806;6715;229;3294;222;2819;1080;5345;283;3569;8864;8564;1638;8309;3290;653;2395;4846;2687;978;211;23498;10993;5053;1543;2147;11001;2346;5745;6296;1576;443;33;1491;635;154;383;552;3037;1621;2875;344;337;570;6716;189;445;6718;3953;5260;9420;80168;2917;1544;10400;2260;6622;5740;4887;5105;2740;2912;2805;8613;18;2954;3479;51141;11145;2203;6470;5354;27232;5023;9362;9590;10555;9104;10402;11343;219595;6309;622;4261;5329;30849;84869;1723;27124;80765;51099;5161;2248;2998;51422;5322;8871;6347;2194;55811;4644;5587;10135;55256;51181;51660;56898;23417;55022;54981;23408;55224;2055;55512;10998;23569;53829;29881;64577;51557;51733;80157;10826;51702;29968;64850;8822;4159;4160;57406;51151;1040;2940;59344;83643;116519;84649;84803;54206;84706;5166;55276;53354;29842;111;9444;2977;153;161247;130013;554235;151531;107;54511;1582;80339;132954;166785;112817;151742;166929;388581;9971;3356
26,GO:0044255,cellular lipid metabolic process,2.32e-13,170;983,C_1_GSE62232,1571;1548;32;285848;7069;9711;1579;5743;6777;26027;38;221;24;153642;10891;64788;9611;1892;847;2180;10449;30;6385;35;6256;10613;34;4594;5156;5264;5947;2639;5577;3712;412;2167;8310;3931;6770;3158;6715;222;2819;1573;283;1962;8864;36;185;8309;2690;2110;2687;1543;11001;415;6296;1576;33;154;1071;552;1592;6010;4051;66002;7010;344;1555;414;337;570;80168;1544;10400;1549;2260;6622;1572;8013;1562;5740;1558;1553;5105;8613;2053;51141;11145;39;7276;8228;1390;2627;2534;5959;5354;5023;9362;8529;10555;1374;9104;10402;7080;11343;6309;5329;375790;30849;84869;27124;51099;1577;1559;2248;51422;5322;1557;8871;23305;2194;4644;5587;56898;51703;55268;23417;9388;55224;2055;55512;10998;57733;54988;64577;54363;9227;80157;10826;51179;64850;1133;2693;8822;30814;57406;1040;59344;129807;127;116519;84649;84803;5166;219743;3696;285440;51;9444;161247;83394;123876;83875;80339;166785;134526;151742;166929;3356
27,GO:0044763,single-organism cellular process,8.41e-13,1206;10890,C_1_GSE62232,1571;1548;283375;220136;64072;11318;23704;130399;137994;282616;32;23210;9064;79660;59350;137735;130951;219793;170850;165082;114771;135644;84873;122042;6571;131669;285848;84879;5075;121391;259287;7069;220441;153020;121599;2849;137362;122876;875;51302;245973;8671;159989;149685;29119;25819;10003;118442;9711;114299;3788;114769;90102;1579;441024;55816;5923;5743;132141;143425;9938;6777;64081;6898;22849;84570;26027;8633;54937;151242;7299;171483;56203;54777;974;93010;160897;64399;9455;23181;27068;81573;6546;729993;1821;5337;84239;374569;1356;130752;80034;126755;654429;8876;84690;84913;54875;339390;38;2220;4050;100130958;694;7171;3681;2070;5890;80005;344905;1776;9204;114817;6150;84270;348980;84269;55604;201625;23263;401124;480;142685;27165;4588;221;23105;346389;26188;282775;26219;138804;25981;7694;2572;169355;441549;388591;221336;649;24;153642;10891;2893;2920;5547;30818;647309;23266;64788;161357;1979;9611;1843;7057;1892;6513;633;2114;9380;26227;847;6009;3725;3487;7538;2273;10765;6652;3398;4942;1958;4860;929;1634;2180;5236;4651;10449;30;6422;6385;9414;4061;7102;2633;4070;4522;5520;3164;35;10409;3481;6256;10613;6515;34;5604;558;2308;3155;5106;5187;290;6279;1652;4594;10144;5156;5264;23362;8835;2591;6304;5947;4311;256364;1969;2639;6653;920;26;9638;178;10974;379;6817;22837;6387;5577;3712;5142;1647;360;3727;4680;412;7164;10247;4065;1756;7056;8504;2167;3039;1952;1902;4129;6351;132;10912;5138;23166;1036;5783;5549;8310;1910;5507;4329;8842;482;4501;8942;8061;3931;4360;8321;2027;9620;6770;3897;3158;435;4929;1806;6715;229;7049;4495;3131;2775;4291;11326;4092;2009;2731;2028;8379;4255;6943;4982;222;8406;1263;5217;2819;22809;3029;7039;7433;1949;1667;10020;1080;2568;27239;1573;5345;316;1230;9945;50649;6348;2357;10090;283;1463;23464;101;3569;3081;1962;2099;3556;7957;8864;3484;8564;3798;51308;5816;1638;36;185;8309;1675;6358;653;590;4886;5617;1602;5502;2707;10570;2690;6947;2626;8418;2110;23708;4488;671;2395;4846;2687;22915;978;211;577;5521;7472;2243;23498;7140;10993;2674;683;5053;5443;10178;1543;2147;11001;5650;912;8631;4143;1620;8685;4804;2346;6283;8547;3977;5979;415;5745;2294;6296;6999;759;3777;1504;1393;1576;443;6539;1807;33;8997;1491;7146;8786;6431;635;4163;9355;6861;154;3598;383;1041;1071;7480;3780;552;3700;6000;1013;1995;5444;9211;28234;9021;5199;288;8431;1259;1592;3037;6406;1621;57447;6010;660;22977;9229;4051;66002;3818;6595;3641;6517;8809;5732;922;7010;4908;2875;4004;22865;7481;344;1555;4803;26206;414;10633;2045;10990;2646;2815;337;570;10249;6716;5457;364;189;7143;9970;3579;8852;57165;114548;445;4974;6291;6718;4058;3768;2015;6799;4796;1010;339;774;9398;6540;1018;8856;9099;944;7367;3953;10786;2911;6579;5260;6453;10566;11181;8993;9420;10803;11281;6425;80168;9173;2917;6915;4616;5020;353189;1544;10400;6542;4593;29760;5992;1549;3824;2260;6622;11126;23544;1572;7783;3441;8013;2104;10332;5990;4607;863;81696;1562;5740;5670;1558;2196;10235;3444;9248;1553;1827;778;4887;5105;2740;5764;5470;3449;2912;4544;2797;26538;151;10060;6336;59347;2805;1312;23710;3397;7095;11170;23576;3043;5860;2353;10979;688;5178;9902;760;80303;8613;10370;1893;2053;306;3507;5104;23345;1847;18;2823;2954;3479;51141;11145;6818;39;7276;2203;4824;9429;8228;90865;4091;9378;816;3082;1390;5340;6470;429;2627;3263;7348;3486;2534;5959;3769;5354;7036;9628;7498;27232;5023;9362;8538;8529;166647;9590;26998;658;6368;2642;594;10555;1374;2038;9104;2047;2358;4928;2002;10157;2213;7525;3651;10402;825;7080;11343;3755;27130;8532;11027;6795;65123;219595;8913;5275;4613;9103;6309;23766;1826;148;5600;1395;10982;6457;367;54490;3811;83942;622;4261;5329;388;23516;4502;375790;22998;2036;10611;9052;23111;2006;390;30849;23500;4684;23024;6526;1052;23150;1805;57211;815;7074;460;8622;25945;5789;25803;8153;23254;3622;84869;1723;27124;54463;6505;5446;26033;10123;5813;6929;80765;10215;3752;5267;2012;23086;51099;4916;10690;7018;4978;5473;57134;4927;6441;135138;1577;23321;1559;7021;9509;7032;6694;5161;2248;3853;2998;5008;27163;57795;213;1759;51422;63982;645961;1768;26648;11221;9077;26108;2558;3483;249;5655;5322;1739;1557;8434;8871;22999;6642;23305;6347;23428;7148;58510;5137;10529;11155;23383;3662;2194;2778;27445;10297;4586;3493;10824;55811;4644;7073;1406;6569;7477;5587;10135;55256;51181;9547;51660;50861;25987;56898;114885;51703;94081;55240;56892;55268;26499;56034;29763;23417;57088;59307;64284;30845;51316;10894;54829;55022;57161;54981;9388;23408;28992;55224;23554;55753;4482;2055;55664;64762;58189;64359;27087;54923;25837;3773;8645;844;79412;55512;10998;23493;23414;29992;51191;79698;25858;9427;6783;57733;56606;23569;53829;10716;55359;54988;79831;9630;3781;27019;64577;54566;79689;11093;23615;54363;9227;79930;51554;64922;51557;10164;9464;57817;51266;51733;23418;10841;51348;11141;11173;80157;80704;10826;54766;51702;64388;51179;23566;29968;59335;114897;81624;64850;51129;81577;56155;50940;2658;59340;27141;55118;1154;59067;55507;442194;1133;2693;2895;4825;8822;30814;50837;4159;3355;4160;83716;57406;3778;51268;54996;51151;54869;83696;93436;4915;84619;57502;1191;1040;2940;347902;26084;9510;55357;25818;8945;59344;64285;64093;53832;51393;408;129807;84231;6423;59277;83643;25890;6860;51166;84417;140;55363;51741;127;57393;83890;2103;83893;83854;51384;11280;89822;22953;51305;56832;79148;27177;116519;84649;9068;7099;84803;80333;54206;1073;84706;5166;55276;6506;64651;8828;27031;171024;124936;22822;219743;57600;4131;6443;51175;3696;361;122953;80031;5802;142678;53354;285440;152926;286410;57633;133584;55526;1272;3680;1840;285704;202018;220963;23363;29842;285195;84141;414328;51;320;4629;111;84870;158326;155465;2327;91614;1600;57569;80309;3500;9444;53833;5099;116844;2977;115330;129446;84620;154810;90525;1740;814;58473;152330;54756;57549;153;132671;3400;132014;54502;9037;257194;8543;11227;6926;161247;392617;120892;144193;147372;9031;22924;286133;202374;83394;11076;27115;494470;10081;10317;5686;92304;57452;54897;53637;123876;130013;9481;55366;81027;3736;55890;554235;341640;6656;342979;170302;199920;283129;54207;57828;151531;29958;130120;9290;1629;2788;107;4717;84189;57689;85413;54511;4685;57732;83875;1582;84466;341019;287;79092;60675;56154;219527;54768;80339;90167;3760;345895;166824;200162;113235;10495;54716;84168;51399;104;192683;11148;283160;91584;113026;253559;50859;221937;8676;4336;64805;133688;6706;84530;1317;3753;57545;23639;55997;374868;221044;6899;84676;257062;200373;4147;119;132954;48;80014;51666;10160;166785;4838;285016;134526;6655;95;112817;143162;3772;1002;7098;57053;151742;842;140679;7037;55876;145645;11167;116337;23322;124857;5314;84106;168667;94122;56478;5141;420;283629;140732;4810;5272;114770;166929;388581;79054;84953;130271;56853;260434;9971;5597;3356;1378;100144748;26007;5170;160762;63827
28,GO:0009605,response to external stimulus,2.94e-12,281;1917,C_1_GSE62232,283375;245909;130399;282616;32;245938;114771;220441;875;25819;7439;90102;5743;6777;8633;93986;7299;6546;5337;255520;38;2220;2160;25981;24;10891;2920;7057;8553;6513;847;3725;7538;6652;3398;929;1634;2180;6422;2633;3164;5604;558;2308;2354;3155;5106;5187;6279;730;5156;6304;1969;920;26;9638;6387;5142;1647;360;3727;1756;7056;2167;1902;4129;6351;5138;23166;2643;1910;8942;8061;4360;6770;3897;4929;6715;4255;4982;1949;1667;5345;1230;6348;2357;283;101;3569;2099;3798;185;6358;590;10570;2626;671;4846;2243;5443;1543;2147;2161;5650;912;4804;6283;8547;3848;2294;9355;154;383;552;731;5444;9211;9021;5199;288;1259;6406;6010;3818;5732;7010;4908;735;7481;2045;6716;732;7143;3579;114548;445;6291;339;9099;944;4153;8993;9420;3950;10803;9173;6915;5020;1544;10400;6542;2260;6622;11126;3441;8013;10332;5740;3444;4210;778;5105;5764;3449;10060;1312;23710;2353;306;3507;18;90865;9378;3082;5340;429;2534;729;658;6368;2642;2047;2358;3651;825;7080;11343;23766;1826;148;5600;5329;30849;4684;7074;1723;5446;4916;5473;6441;5008;213;63982;11221;249;6347;3662;3493;6569;5587;9547;57088;59307;51316;9388;23408;58189;51191;10716;55576;11093;23615;51554;57817;56547;10343;59335;114897;59067;2693;2895;4160;1191;1040;25818;408;6423;59277;55600;56832;79148;7099;5166;6506;8828;80031;3680;3500;53833;58473;152330;153;9037;120892;245936;286133;146225;494470;3736;342979;170302;130120;84189;60675;117285;104;91584;4147;1002;7098;57053;842;11167;5272;114770;388581;79054;9971;3356;1378;26007
29,GO:0001676,long-chain fatty acid metabolic process,3.47e-12,33;87,C_1_GSE62232,1571;1548;1579;5743;2180;30;1573;1543;11001;33;66002;1555;1544;1549;1572;1562;5740;1558;1553;2053;5354;8529;1374;11343;1559;1557;23305;4644;51703;10998;59344;51;9444
30,GO:0006805,xenobiotic metabolic process,3.47e-12,33;87,C_1_GSE62232,1571;2180;26;6817;6770;1573;1543;6283;1576;1592;22977;1555;10;10249;6799;8856;1564;1544;1572;1562;1558;1553;2053;6818;54490;5446;1577;1559;9;1557;134147;2327;95
31,GO:0071466,cellular response to xenobiotic stimulus,1.47e-11,33;91,C_1_GSE62232,1571;2180;26;6817;6770;1573;1543;6283;1576;1592;22977;1555;10;10249;6799;8856;1564;1544;1572;1562;1558;1553;2053;6818;54490;5446;1577;1559;9;1557;134147;2327;95
32,GO:0072376,protein activation cascade,1.73e-11,31;82,C_1_GSE62232,2220;2160;5547;730;11326;1675;2243;2147;2161;8547;3848;731;5199;5648;3818;735;2815;732;10747;2158;4153;10584;3507;729;715;3493;51279;78989;1191;3500;1378
33,GO:0072329,monocarboxylic acid catabolic process,4.11e-11,35;104,C_1_GSE62232,32;51302;38;1892;6652;10449;30;35;34;4594;5264;2639;3712;8310;1962;36;8309;2110;11001;33;1592;189;6718;39;1374;5446;51181;56898;55268;54363;219743;414328;51;166785;112817
34,GO:1901615,organic hydroxy compound metabolic process,4.54e-11,84;404,C_1_GSE62232,51302;1579;7299;221;64788;217;847;6652;10449;6256;10613;1652;6653;6817;4129;2643;3931;23541;6770;3158;4929;6715;222;1080;1638;653;5053;1543;5745;1576;33;1071;126;5444;8431;1621;4051;66002;337;6718;6799;3953;319;9420;80168;130;124;2260;6622;5105;2805;1312;2053;18;8542;51141;6818;125;7276;8228;5959;8529;6309;6526;27124;51422;4644;6569;2055;29881;9227;9464;10826;29968;51151;127;116519;84649;285440;389434;1582;113026;9971;26007
35,GO:0008652,cellular amino acid biosynthetic process,4.80e-11,26;62,C_1_GSE62232,137362;875;10003;441024;374569;27165;26227;4942;4522;435;5053;2346;443;1491;635;2875;189;445;2805;18;6470;219595;55256;51557;29968;84706
36,GO:0032501,multicellular organismal process,5.12e-11,746;6266,C_1_GSE62232,283375;64072;130399;32;23210;130951;219793;114771;122042;6571;84879;246213;5075;124783;121599;51302;149685;29119;25819;7439;90102;1579;55816;5923;5743;132141;54084;6777;64081;22849;84570;8633;93986;54937;7299;171483;56203;9622;974;4340;64399;9455;23181;6546;1821;126755;654429;8876;84690;84913;38;4050;694;7171;2070;5890;80005;9204;348980;55604;2160;256764;480;4588;23105;26188;282775;26219;138804;89797;441549;388591;221336;649;24;10891;5547;30818;140894;64788;161357;1979;1843;7057;8553;633;2114;9380;26227;847;6009;3725;3487;7538;2273;10765;3398;4942;1958;4860;929;1634;5069;6422;6385;9414;4837;2633;4070;4522;3164;10409;3481;6256;5118;5604;558;2308;2354;3155;5187;290;6279;4594;5156;6304;4311;1969;6653;920;9638;6387;5577;5142;360;3727;412;10247;1756;7056;2167;1952;1902;4129;10912;5138;23166;1036;5549;2643;1910;8842;482;4501;3047;8061;3931;8321;9620;6770;3897;4929;7033;6715;7049;4495;3131;2775;4291;11326;4092;2009;3294;2028;8379;4255;6943;4982;5217;22809;7433;1949;1080;1573;5345;1230;6348;10090;283;1463;101;3569;2099;3556;8864;3798;51308;1638;185;5348;3290;653;590;4886;5617;1602;2707;10570;2690;2626;4488;671;2395;4846;22915;577;7472;2243;7140;2674;683;5443;10178;1543;2147;2161;912;1620;9172;4804;6283;5979;415;3848;5745;2294;6296;3777;1504;1393;1825;33;8997;1491;6431;4163;9355;154;383;1041;1071;7480;4326;552;1995;9211;9021;288;8431;1259;3037;6406;1621;57447;6010;660;66002;3818;6595;3641;8809;6523;7010;4908;22865;7481;344;4803;26206;3045;2045;2815;337;570;7700;6716;5457;364;7143;3579;114548;445;4974;6718;4058;3768;774;9398;9099;944;2158;3953;2911;5858;3166;11181;8993;9420;3950;10803;11281;6425;80168;9173;1420;2917;6915;4616;5020;4018;353189;1544;6542;4593;29760;3889;5992;2260;6622;23544;51350;3441;8013;10332;5990;8858;4607;863;81696;5740;5670;2196;3444;4210;1827;778;4887;2740;5764;5470;3449;2797;26538;151;10060;6336;1312;3397;23576;3043;5860;2353;688;7980;9902;760;563;80303;8613;10370;1893;2053;306;5104;1847;18;2823;3479;51141;4824;23169;90865;4091;9378;816;3082;1390;5340;429;2627;3486;2534;5959;729;5354;7498;5023;9362;8538;8529;658;2642;10555;2038;9104;2047;7525;3651;825;2334;7080;11343;27130;6795;8820;8913;4613;1826;148;5600;6457;367;83942;4261;5329;388;375790;10611;23111;2006;23500;4684;6526;1052;57211;815;7074;460;5222;25945;5789;25803;8153;23254;3622;1723;27124;54463;6505;5813;6929;10215;3752;2012;23086;4916;10690;7018;4978;6441;135138;7021;9509;7032;6694;2248;5008;57795;213;1759;645961;26648;11221;26108;2558;249;1739;8434;22999;6347;7148;57336;10529;3662;2194;2778;27445;10297;5787;4586;3493;55811;4644;7073;1406;6569;7477;5587;10135;9547;56944;50861;25987;94081;56892;55214;56034;59307;64284;30845;51316;54829;9388;55224;23554;2055;64359;25837;8645;844;55211;55512;9499;5101;23493;23414;51191;78989;25858;9427;23569;10716;29881;9630;55576;27019;29947;54566;11093;23615;9227;9464;57817;51266;23418;56547;11141;11173;54766;64388;23566;59335;114897;81624;51129;2658;55118;59067;442194;1133;2693;2895;4825;8822;50837;4159;4160;83716;3778;51151;83696;93436;4915;57502;1191;347902;9510;8945;59344;64093;53832;51393;408;6423;59277;6860;55363;51741;83890;83893;83854;51384;11280;22953;56832;27177;116519;84649;7099;80333;54206;5166;6506;64651;8828;27031;124936;4131;6443;3696;361;80031;285440;286410;57633;55526;1272;1840;202018;23363;29842;51;320;4629;111;84870;158326;1600;9444;53833;116844;129446;84620;154810;1740;814;58473;152330;57549;153;3400;54502;9037;257194;8543;6926;120892;147372;9031;5067;286133;494470;5686;54897;6913;53637;9481;55366;3736;131873;341640;6656;170302;54207;57828;85438;5269;130120;9290;107;84189;57689;85413;4685;84466;287;60675;56154;219527;54768;90167;117285;113235;136227;84168;51399;192683;11148;283160;91584;113026;404037;221937;4336;64805;6706;84530;3753;8110;57545;23639;55997;221044;6899;101927581;84676;257062;4147;119;48;80014;51666;10160;4838;285016;352999;79064;1002;7098;57053;842;140679;7037;23322;124857;27022;5314;168667;23386;56478;5141;283629;140732;4810;114770;79054;84953;56853;260434;9971;5597;3356;26007;5170;160762;63827
37,GO:0044707,single-multicellular organism process,7.92e-11,679;5627,C_1_GSE62232,283375;64072;130399;32;23210;219793;114771;122042;6571;84879;246213;5075;121599;51302;29119;25819;90102;1579;55816;5923;5743;6777;64081;22849;84570;8633;93986;54937;7299;9622;974;4340;64399;9455;23181;6546;1821;126755;654429;8876;84690;84913;38;4050;694;7171;2070;5890;80005;9204;348980;55604;2160;256764;480;4588;23105;89797;441549;388591;221336;649;24;10891;5547;30818;64788;161357;1979;1843;7057;8553;633;2114;26227;847;6009;3725;3487;7538;2273;10765;3398;1958;4860;929;1634;6422;6385;9414;4837;2633;4070;4522;3164;10409;3481;6256;5118;5604;558;2308;3155;5187;290;6279;4594;5156;6304;4311;1969;6653;920;9638;6387;5577;5142;360;3727;10247;1756;7056;2167;1952;1902;4129;10912;23166;1036;5549;2643;1910;8842;482;4501;3047;8061;3931;8321;9620;6770;3897;4929;7033;6715;7049;4495;3131;2775;4291;11326;4092;2009;3294;2028;8379;4255;6943;4982;5217;22809;7433;1949;1080;5345;1230;6348;10090;283;1463;101;3569;2099;3556;8864;3798;1638;185;5348;3290;653;590;4886;5617;1602;2707;10570;2690;2626;4488;671;2395;4846;22915;577;7472;2243;7140;2674;683;5443;10178;1543;2147;2161;912;1620;4804;6283;5979;415;3848;5745;2294;3777;1504;1393;1825;33;8997;1491;6431;4163;9355;154;383;1041;1071;7480;4326;552;1995;9211;9021;288;8431;3037;6406;1621;57447;6010;660;66002;3818;6595;3641;8809;6523;7010;4908;22865;7481;344;4803;3045;2045;2815;337;570;7700;6716;5457;7143;3579;114548;445;4974;6718;4058;3768;774;9398;9099;944;2158;3953;3166;11181;8993;9420;3950;10803;11281;6425;80168;9173;2917;6915;4616;5020;353189;1544;6542;4593;29760;3889;5992;2260;6622;23544;51350;3441;8013;10332;8858;4607;863;5740;2196;3444;4210;1827;778;4887;2740;5764;3449;2797;151;10060;6336;1312;3397;23576;3043;5860;2353;688;7980;9902;760;563;80303;8613;10370;1893;2053;306;5104;1847;18;2823;3479;51141;4824;23169;90865;4091;9378;816;3082;1390;5340;429;2627;3486;2534;729;5354;7498;5023;9362;8538;8529;658;10555;2038;9104;2047;3651;825;2334;7080;27130;8820;8913;4613;1826;148;5600;6457;367;83942;4261;5329;388;375790;10611;23111;2006;23500;4684;6526;1052;57211;815;7074;460;5222;25945;5789;25803;8153;23254;3622;1723;27124;6505;5813;6929;10215;3752;2012;23086;4916;10690;7018;4978;6441;7021;9509;7032;6694;2248;5008;57795;213;1759;11221;26108;2558;249;1739;8434;22999;6347;7148;57336;10529;3662;2194;2778;27445;10297;5787;4586;3493;4644;1406;6569;7477;5587;10135;9547;56944;50861;25987;94081;56892;55214;56034;59307;64284;30845;51316;54829;9388;55224;23554;2055;64359;25837;844;55211;55512;5101;23493;23414;51191;78989;9427;23569;10716;29881;9630;55576;27019;54566;11093;23615;9464;57817;51266;23418;56547;11141;11173;54766;64388;23566;59335;114897;51129;2658;55118;59067;1133;2693;2895;4825;8822;4159;4160;83716;83696;93436;4915;57502;1191;347902;9510;8945;59344;64093;53832;51393;408;6423;59277;6860;55363;51741;83890;83893;83854;51384;11280;22953;56832;27177;116519;84649;7099;80333;54206;5166;6506;64651;8828;27031;124936;4131;6443;3696;361;80031;286410;57633;55526;1272;1840;202018;23363;29842;320;4629;111;84870;158326;1600;9444;53833;116844;129446;84620;154810;1740;814;58473;152330;57549;153;3400;54502;9037;257194;8543;6926;120892;147372;9031;5067;286133;494470;5686;54897;6913;53637;9481;55366;3736;131873;341640;6656;170302;54207;57828;130120;9290;107;84189;57689;85413;4685;84466;287;60675;56154;219527;54768;90167;113235;136227;84168;51399;192683;11148;91584;113026;404037;221937;4336;64805;6706;84530;3753;8110;57545;23639;55997;221044;6899;101927581;257062;4147;119;48;80014;51666;10160;4838;285016;352999;79064;1002;7098;57053;842;140679;7037;23322;124857;27022;5314;168667;23386;56478;283629;4810;114770;84953;56853;260434;9971;5597;3356;26007;5170;63827
